id,fiscal_year,budget_stage,agency,region,province,city_municipality,possible_congressional_district,implementing_office,project_title,project_type,amount,amount_display,location_clarity,title_specificity,needs_manual_review_score,review_label,review_reason,is_large_allocation_score,citizen_readability,source_name,source_url,source_page,source_pdf_page,row_level,parent_row_id,is_leaf,extraction_confidence,extraction_note,raw_text
DPWH-2026-154-01763,2026,NEP,DPWH,Region VIII - Eastern Visayas,,,,Tacloban City District Engineering Office,Sustainable   Infrastructure Projects Alleviating Gaps ( SIPAG ) - Flood Mitigation Structures protecting Major / Strategic Public Buildings / Facilities,flood_control,75000000.0,"₱75,000,000",clear,specific,0.72,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,867,154,office_allocation,DPWH-2026-154-01759,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Tacloban City District Engineering Office
DPWH-2026-029-00288,2026,NEP,DPWH,Region VIII - Eastern Visayas,,,,Leyte 2nd District Engineering Office,Preventive Maintenance - Primary Roads,road,74260000.0,"₱74,260,000",clear,broad,0.77,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,742,29,office_allocation,DPWH-2026-029-00287,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Leyte 2nd District Engineering Office
DPWH-2026-088-01071,2026,NEP,DPWH,Region II - Cagayan Valley,,,,,Retrofitting /   Strengthening of Permanent Bridges,bridge,73784000.0,"₱73,784,000",region_only,broad,0.78,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,801,88,regional_summary,DPWH-2026-087-01051,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Region II - Cagayan Valley
DPWH-2026-042-00420,2026,NEP,DPWH,Region V - Bicol,,,,Camarines Sur 4th District Engineering Office,Rehabilitation /   Reconstruction / Upgrading of Damaged Paved Roads - Secondary Roads,road,73687000.0,"₱73,687,000",clear,specific,0.75,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,755,42,office_allocation,DPWH-2026-042-00416,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Camarines Sur 4th District Engineering Office
DPWH-2026-124-01504,2026,NEP,DPWH,Region VII - Central Visayas,,,,Cebu City District Engineering Office,Special Road Fund - Motor Vehicle User's Charge ( MVUC ) as per R.A. 11239,road,73669000.0,"₱73,669,000",clear,broad,0.65,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,837,124,office_allocation,DPWH-2026-124-01496,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Cebu City District Engineering Office
DPWH-2026-154-01754,2026,NEP,DPWH,Region VII - Central Visayas,,,,Cebu 1st District Engineering Office,Sustainable   Infrastructure Projects Alleviating Gaps ( SIPAG ) - Flood Mitigation Structures protecting Major / Strategic Public Buildings / Facilities,flood_control,73000000.0,"₱73,000,000",clear,specific,0.79,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,867,154,office_allocation,DPWH-2026-154-01752,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Cebu 1st District Engineering Office
DPWH-2026-083-00974,2026,NEP,DPWH,Region II - Cagayan Valley,,,,,off -   Carriageway Improvement - Tertiary Roads,road,72765000.0,"₱72,765,000",region_only,broad,0.84,Needs Manual Review,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,796,83,regional_summary,DPWH-2026-083-00964,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Region II - Cagayan Valley
DPWH-2026-069-00749,2026,NEP,DPWH,Region IVA - CALABARZON,,,,Quezon 2nd District Engineering Office,Road Widening -   Secondary Roads,road,72448000.0,"₱72,448,000",clear,specific,0.83,Needs Manual Review,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,782,69,office_allocation,DPWH-2026-069-00742,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Quezon 2nd District Engineering Office
DPWH-2026-034-00348,2026,NEP,DPWH,Region XIII - CARAGA,,,,Surigao del Norte 2nd District Engineering Office,Preventive   Maintenance - Secondary Roads,road,72397000.0,"₱72,397,000",clear,broad,0.78,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,747,34,office_allocation,DPWH-2026-034-00345,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Surigao del Norte 2nd District Engineering Office
DPWH-2026-166-01876,2026,NEP,DPWH,National Capital Region (NCR),,,,Metro Manila 1st District Engineering Office,B.1 LOCALLY-FUNDED PROJECT(S)   Buildings And Other Structures - MULTIPURPOSE / FACILITIES - National Building Program,public_building,72300000.0,"₱72,300,000",partial,broad,0.79,Broad Project Title,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,879,166,office_allocation,DPWH-2026-166-01873,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Metro Manila 1st District Engineering Office
DPWH-2026-062-00636,2026,NEP,DPWH,Region IVB - MIMAROPA,,,,Palawan 2nd District Engineering Office,Construction /   Upgrading / Rehabilitation of Drainage along National Roads - Secondary Roads,drainage,71512000.0,"₱71,512,000",clear,specific,0.79,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,775,62,office_allocation,DPWH-2026-062-00633,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Palawan 2nd District Engineering Office
DPWH-2026-074-00834,2026,NEP,DPWH,Region IX - Zamboanga Peninsula,,,,,Road Widening -   Tertiary Roads,road,71114000.0,"₱71,114,000",region_only,broad,0.82,Needs Manual Review,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,787,74,regional_summary,DPWH-2026-072-00793,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Region IX - Zamboanga Peninsula
DPWH-2026-155-01785,2026,NEP,DPWH,Region V - Bicol,,,,,Sustainable Infrastructure Projects Alleviating Gaps ( SIPAG ) - Major / Strategic Public Buildings / Facilities,public_building,71000000.0,"₱71,000,000",region_only,broad,0.86,Broad Project Title,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,868,155,regional_summary,DPWH-2026-155-01776,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Region V - Bicol
DPWH-2026-155-01786,2026,NEP,DPWH,Region V - Bicol,,,,Albay 1st District Engineering Office,Sustainable Infrastructure Projects Alleviating Gaps ( SIPAG ) - Major / Strategic Public Buildings / Facilities,public_building,71000000.0,"₱71,000,000",clear,broad,0.84,Broad Project Title,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,868,155,office_allocation,DPWH-2026-155-01785,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Albay 1st District Engineering Office
DPWH-2026-088-01062,2026,NEP,DPWH,Region I - Ilocos,,,,La Union 1st District Engineering Office,Retrofitting /   Strengthening of Permanent Bridges,bridge,70680000.0,"₱70,680,000",clear,broad,0.78,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,801,88,office_allocation,DPWH-2026-088-01059,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,La Union 1st District Engineering Office
DPWH-2026-056-00566,2026,NEP,DPWH,Region II - Cagayan Valley,,,,Quirino District Engineering Office,"Rehabilitation 7 Reconstruction of Roads with Slips, Slope Collapse and Landslide - Tertiary Roads :",road,70550000.0,"₱70,550,000",clear,specific,0.78,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,769,56,office_allocation,DPWH-2026-051-00560,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Quirino District Engineering Office
DPWH-2026-042-00405,2026,NEP,DPWH,Region IVA - CALABARZON,,,,Cavite Third District Engineering Office,Rehabilitation /   Reconstruction / Upgrading of Damaged Paved Roads - Secondary Roads,road,70549000.0,"₱70,549,000",clear,specific,0.76,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,755,42,office_allocation,DPWH-2026-040-00398,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Cavite Third District Engineering Office
DPWH-2026-062-00647,2026,NEP,DPWH,Region VI - Western Visayas,,,,Iloilo City District Engineering Office,Construction /   Upgrading / Rehabilitation of Drainage along National Roads - Secondary Roads,flood_control,70368000.0,"₱70,368,000",clear,specific,0.79,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,775,62,office_allocation,DPWH-2026-062-00643,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Iloilo City District Engineering Office
DPWH-2026-062-00640,2026,NEP,DPWH,Region V - Bicol,,,,Albay 2nd District Engineering Office,Construction /   Upgrading / Rehabilitation of Drainage along National Roads - Secondary Roads,drainage,70261000.0,"₱70,261,000",clear,specific,0.77,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,775,62,office_allocation,DPWH-2026-062-00638,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Albay 2nd District Engineering Office
DPWH-2026-050-00534,2026,NEP,DPWH,Region X - Northern Mindanao,,,,Misamis Occidental 2nd District Engineering Office,"Rehabilitation / Slips, Reconstruction of Roads with Slope Collapse and Landslide - Primary Roads",road,70000000.0,"₱70,000,000",clear,specific,0.78,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,763,50,office_allocation,DPWH-2026-050-00529,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Misamis Occidental 2nd District Engineering Office
DPWH-2026-058-00595,2026,NEP,DPWH,Region XIII - CARAGA,,,,Surigao del Sur 1st District Engineering Office,"Rehabilitation 7 Reconstruction of Roads with Slips, Slope Collapse and Landslide - Tertiary Roads :",road,70000000.0,"₱70,000,000",clear,specific,0.78,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,771,58,office_allocation,DPWH-2026-058-00590,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Surigao del Sur 1st District Engineering Office
DPWH-2026-078-00889,2026,NEP,DPWH,Region I - Ilocos,,,,,Construction of Missing Links / New Roads,road,70000000.0,"₱70,000,000",region_only,broad,0.84,Needs Manual Review,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,791,78,regional_summary,DPWH-2026-078-00885,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Region I - Ilocos
DPWH-2026-078-00890,2026,NEP,DPWH,Region I - Ilocos,,,,Ilocos Sur 2nd District Engineering Office,Construction of Missing Links / New Roads,road,70000000.0,"₱70,000,000",clear,broad,0.82,Needs Manual Review,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,791,78,office_allocation,DPWH-2026-078-00889,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Ilocos Sur 2nd District Engineering Office
DPWH-2026-086-01032,2026,NEP,DPWH,Region VII - Central Visayas,,,,,’   Replacement of Permanent Weak Bridges,bridge,70000000.0,"₱70,000,000",region_only,broad,0.81,Needs Manual Review,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,799,86,regional_summary,DPWH-2026-084-01010,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Region VII - Central Visayas
DPWH-2026-086-01033,2026,NEP,DPWH,Region VII - Central Visayas,,,,Bohol 1st District Engineering Office,’   Replacement of Permanent Weak Bridges,bridge,70000000.0,"₱70,000,000",clear,specific,0.8,Needs Manual Review,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,799,86,office_allocation,DPWH-2026-086-01032,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Bohol 1st District Engineering Office
DPWH-2026-087-01045,2026,NEP,DPWH,Region XII - SOCCSKSARGEN,,,,Cotabato 1st District Engineering Office,’   Replacement of Permanent Weak Bridges,bridge,70000000.0,"₱70,000,000",partial,specific,0.8,Needs Manual Review,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,800,87,office_allocation,DPWH-2026-087-01044,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Cotabato 1st District Engineering Office
DPWH-2026-120-01439,2026,NEP,DPWH,Region XIII - CARAGA,,,,,Construction /   Rehabilitation of Water Supply / Septage and Sewerage / Rainwater Collector System,water_system,70000000.0,"₱70,000,000",region_only,specific,0.85,Needs Manual Review,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,833,120,regional_summary,DPWH-2026-109-01298,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Region XIII - CARAGA
DPWH-2026-134-01542,2026,NEP,DPWH,Region I - Ilocos,,,,Pangasinan 2nd District Engineering Office,Basic Infrastructure   Program ( BIP ) - Access Roads and or Bridges from the National Roads / leading to Major / Strategic Public Buildings / Facilities,road,70000000.0,"₱70,000,000",clear,broad,0.79,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,847,134,office_allocation,DPWH-2026-134-01536,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Pangasinan 2nd District Engineering Office
DPWH-2026-138-01579,2026,NEP,DPWH,Region VIII - Eastern Visayas,,,,Eastern Samar District Engineering Office,Basic Infrastructure   Program ( BIP ) - Access Roads and or Bridges from the National Roads / leading to Major / Strategic Public Buildings / Facilities,road,70000000.0,"₱70,000,000",clear,broad,0.78,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,851,138,office_allocation,DPWH-2026-138-01577,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Eastern Samar District Engineering Office
DPWH-2026-142-01625,2026,NEP,DPWH,Cordillera Administrative Region (CAR),,,,,Mountain Province First District Engineering office,other,70000000.0,"₱70,000,000",partial,broad,0.75,Broad Project Title,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,855,142,budget_line,DPWH-2026-142-01616,1,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Mountain Province First District Engineering office
DPWH-2026-152-01735,2026,NEP,DPWH,Region V - Bicol,,,,,Sustainable   Infrastructure Projects Alleviating Gaps ( SIPAG ) - Coastal Roads to Augment Resiliency of Coastal Communities,road,70000000.0,"₱70,000,000",region_only,broad,0.78,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,865,152,regional_summary,DPWH-2026-152-01732,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Region V - Bicol
DPWH-2026-170-01916,2026,NEP,DPWH,Region IX - Zamboanga Peninsula,,,,Zamboanga del Sur 2nd District Engineering Office,B.1 LOCALLY-FUNDED PROJECT(S)   Buildings And Other Structures - MULTIPURPOSE / FACILITIES - National Building Program,public_building,70000000.0,"₱70,000,000",clear,broad,0.84,Broad Project Title,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,883,170,office_allocation,DPWH-2026-170-01913,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Zamboanga del Sur 2nd District Engineering Office
DPWH-2026-170-01930,2026,NEP,DPWH,Region X - Northern Mindanao,,,,Misamis Oriental 2nd District Engineering Office,B.1 LOCALLY-FUNDED PROJECT(S)   Buildings And Other Structures - MULTIPURPOSE / FACILITIES - National Building Program,public_building,70000000.0,"₱70,000,000",clear,broad,0.84,Broad Project Title,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,883,170,office_allocation,DPWH-2026-170-01917,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Misamis Oriental 2nd District Engineering Office
DPWH-2026-086-01014,2026,NEP,DPWH,Region I - Ilocos,,,,,’   Replacement of Permanent Weak Bridges,bridge,69714000.0,"₱69,714,000",region_only,specific,0.81,Needs Manual Review,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,799,86,regional_summary,DPWH-2026-084-01010,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Region I - Ilocos
DPWH-2026-170-01918,2026,NEP,DPWH,Region X - Northern Mindanao,,,,Bukidnon 1st District Engineering Office,B.1 LOCALLY-FUNDED PROJECT(S)   Buildings And Other Structures - MULTIPURPOSE / FACILITIES - National Building Program,public_building,69500000.0,"₱69,500,000",clear,broad,0.84,Broad Project Title,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,883,170,office_allocation,DPWH-2026-170-01917,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Bukidnon 1st District Engineering Office
DPWH-2026-029-00293,2026,NEP,DPWH,Region IX - Zamboanga Peninsula,,,,,Zamboanga del Norte 3rd District Engineering office,other,68867000.0,"₱68,867,000",partial,broad,0.74,Broad Project Title,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,742,29,budget_line,DPWH-2026-029-00291,1,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Zamboanga del Norte 3rd District Engineering office
DPWH-2026-058-00600,2026,NEP,DPWH,Region I - Ilocos,,,,,Construction /   Upgrading / Rehabilitation of Drainage along National Roads - Primary Roads,flood_control,68848000.0,"₱68,848,000",region_only,specific,0.78,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,771,58,regional_summary,DPWH-2026-058-00597,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Region I - Ilocos
DPWH-2026-095-01186,2026,NEP,DPWH,Cordillera Administrative Region (CAR),,,,,Widening of Permanent Bridges,bridge,68100000.0,"₱68,100,000",region_only,specific,0.78,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,808,95,regional_summary,DPWH-2026-095-01178,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Cordillera Administrative Region (CAR)
DPWH-2026-095-01187,2026,NEP,DPWH,Cordillera Administrative Region (CAR),,,,Lower Kalinga District Engineering Office,Widening of Permanent Bridges,bridge,68100000.0,"₱68,100,000",clear,specific,0.79,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,808,95,office_allocation,DPWH-2026-095-01186,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Lower Kalinga District Engineering Office
DPWH-2026-066-00691,2026,NEP,DPWH,Region XIII - CARAGA,,,,,Construction /   Upgrading / Rehabilitation of Drainage along National Roads - Tertiary Roads,drainage,68067000.0,"₱68,067,000",region_only,specific,0.81,Needs Manual Review,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,779,66,regional_summary,DPWH-2026-064-00658,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Region XIII - CARAGA
DPWH-2026-124-01493,2026,NEP,DPWH,Negros Island Region,,,,Negros Occidental 4th District Engineering Office,Special Road Fund - Motor Vehicle User's Charge ( MVUC ) as per R.A. 11239,road,68010000.0,"₱68,010,000",clear,broad,0.71,Broad Project Title,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,837,124,office_allocation,DPWH-2026-124-01488,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Negros Occidental 4th District Engineering Office
DPWH-2026-044-00433,2026,NEP,DPWH,Region VIII - Eastern Visayas,,,,Southern Leyte 1st District Engineering Office,Rehabilitation /   Reconstruction / Upgrading of Damaged Paved Roads - Secondary Roads,road,68000000.0,"₱68,000,000",clear,specific,0.73,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,757,44,office_allocation,DPWH-2026-044-00428,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Southern Leyte 1st District Engineering Office
DPWH-2026-136-01557,2026,NEP,DPWH,Region IVB - MIMAROPA,,,,Palawan 2nd District Engineering Office,Basic Infrastructure   Program ( BIP ) - Access Roads and or Bridges from the National Roads / leading to Major / Strategic Public Buildings / Facilities,road,68000000.0,"₱68,000,000",clear,broad,0.81,Needs Manual Review,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,849,136,office_allocation,DPWH-2026-136-01553,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Palawan 2nd District Engineering Office
DPWH-2026-078-00870,2026,NEP,DPWH,Region XI - Davao,,,,Davao City District Engineering Office,Construction of By   pass and Diversion Roads,road,67088000.0,"₱67,088,000",clear,specific,0.79,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,791,78,office_allocation,DPWH-2026-076-00865,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Davao City District Engineering Office
DPWH-2026-092-01134,2026,NEP,DPWH,Region III - Central Luzon,,,,,Rehabilitation /   Major Repair of Permanent Bridges,bridge,67000000.0,"₱67,000,000",region_only,broad,0.8,Needs Manual Review,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,805,92,regional_summary,DPWH-2026-091-01115,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Region III - Central Luzon
DPWH-2026-172-01957,2026,NEP,DPWH,National Capital Region (NCR),,,,,GOP Counterpart,other,66807000.0,"₱66,807,000",region_only,broad,0.87,Broad Project Title,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,885,172,budget_line,DPWH-2026-172-01954,1,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,GOP Counterpart
DPWH-2026-072-00781,2026,NEP,DPWH,Region XI - Davao,,,,Davao de Oro 2nd District Engineering Office,Road Widening -   Secondary Roads,road,66730000.0,"₱66,730,000",clear,broad,0.82,Needs Manual Review,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,785,72,office_allocation,DPWH-2026-072-00778,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Davao de Oro 2nd District Engineering Office
DPWH-2026-124-01497,2026,NEP,DPWH,Region VII - Central Visayas,,,,Bohol 1st District Engineering Office,Special Road Fund - Motor Vehicle User's Charge ( MVUC ) as per R.A. 11239,road,66593000.0,"₱66,593,000",clear,broad,0.68,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,837,124,office_allocation,DPWH-2026-124-01496,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Bohol 1st District Engineering Office
DPWH-2026-058-00593,2026,NEP,DPWH,Region XIII - CARAGA,,,,Butuan City District Engineering Office,"Rehabilitation 7 Reconstruction of Roads with Slips, Slope Collapse and Landslide - Tertiary Roads :",road,66141000.0,"₱66,141,000",clear,specific,0.76,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,771,58,office_allocation,DPWH-2026-058-00590,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Butuan City District Engineering Office
DPWH-2026-095-01190,2026,NEP,DPWH,Region II - Cagayan Valley,,,,Isabela 1st District Engineering Office,Widening of Permanent Bridges,bridge,66000000.0,"₱66,000,000",clear,specific,0.81,Needs Manual Review,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,808,95,office_allocation,DPWH-2026-095-01188,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Isabela 1st District Engineering Office
