id,fiscal_year,budget_stage,agency,region,province,city_municipality,possible_congressional_district,implementing_office,project_title,project_type,amount,amount_display,location_clarity,title_specificity,needs_manual_review_score,review_label,review_reason,is_large_allocation_score,citizen_readability,source_name,source_url,source_page,source_pdf_page,row_level,parent_row_id,is_leaf,extraction_confidence,extraction_note,raw_text
DPWH-2026-004-00024,2026,NEP,DPWH,,,,,,TOTAL AGENCY BUDGET,other,881312559000.0,"₱881,312,559,000",unclear,broad,0.91,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,717,4,agency_total,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,TOTAL AGENCY BUDGET
DPWH-2026-001-00001,2026,NEP,DPWH,,,,,,New General Appropriations,other,880008893000.0,"₱880,008,893,000",unclear,broad,0.91,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,714,1,financial_summary,,0,financial_summary_adapter,Printed page 714 reports this FY 2026 amount in thousand pesos; the published amount is converted to pesos.,New General Appropriations
DPWH-2026-001-00002,2026,NEP,DPWH,,,,,,General Fund,other,880008893000.0,"₱880,008,893,000",unclear,broad,0.91,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,714,1,financial_summary,,0,financial_summary_adapter,Printed page 714 reports this FY 2026 amount in thousand pesos; the published amount is converted to pesos.,General Fund
DPWH-2026-005-00059,2026,NEP,DPWH,,,,,,TOTAL AGENCY BUDGET,other,880008893000.0,"₱880,008,893,000",unclear,broad,0.91,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,718,5,agency_total,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,TOTAL AGENCY BUDGET
DPWH-2026-178-02098,2026,NEP,DPWH,National Capital Region (NCR),,,,,TOTAL NEW APPROPRIATIONS,other,880008893000.0,"₱880,008,893,000",region_only,broad,0.88,Broad Project Title,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,891,178,agency_total,DPWH-2026-178-02092,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,TOTAL NEW APPROPRIATIONS
DPWH-2026-004-00016,2026,NEP,DPWH,,,,,,Operations,other,777113909000.0,"₱777,113,909,000",unclear,broad,0.94,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,717,4,agency_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,Operations
DPWH-2026-004-00025,2026,NEP,DPWH,,,,,,Regular,other,767092853000.0,"₱767,092,853,000",unclear,broad,0.95,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,717,4,agency_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,Regular
DPWH-2026-166-01871,2026,NEP,DPWH,Region X - Northern Mindanao,,,,,"Sub-total, Program(s)",other,765789187000.0,"₱765,789,187,000",region_only,broad,0.92,Broad Project Title,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,879,166,subtotal,DPWH-2026-166-01868,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,"Sub-total, Program(s)"
DPWH-2026-004-00028,2026,NEP,DPWH,,,,,,co,other,724742700000.0,"₱724,742,700,000",unclear,broad,0.96,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,717,4,agency_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,co
DPWH-2026-005-00040,2026,NEP,DPWH,,,,,,CENTRAL OFFICE,unknown,700471901000.0,"₱700,471,901,000",unclear,broad,0.93,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,718,5,central_office_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,CENTRAL OFFICE
DPWH-2026-004-00017,2026,NEP,DPWH,,,,,,Regular,other,662894203000.0,"₱662,894,203,000",unclear,broad,0.95,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,717,4,agency_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,Regular
DPWH-2026-004-00018,2026,NEP,DPWH,,,,,,co,other,662894203000.0,"₱662,894,203,000",unclear,broad,0.96,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,717,4,agency_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,co
DPWH-2026-166-01870,2026,NEP,DPWH,Region X - Northern Mindanao,,,,,"Sub-total, Operations",other,662894203000.0,"₱662,894,203,000",region_only,broad,0.92,Broad Project Title,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,879,166,subtotal,DPWH-2026-166-01868,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,"Sub-total, Operations"
DPWH-2026-004-00037,2026,NEP,DPWH,,,,,,FLOOD MANAGEMENT PROGRAM,flood_control,250825557000.0,"₱250,825,557,000",unclear,broad,0.87,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,717,4,program_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,FLOOD MANAGEMENT PROGRAM
DPWH-2026-183-02100,2026,NEP,DPWH,National Capital Region (NCR),,,,,Protect Lives and Properties Against Major Floods,flood_control,250825557000.0,"₱250,825,557,000",region_only,broad,0.59,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,896,183,budget_line,DPWH-2026-178-02092,1,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Protect Lives and Properties Against Major Floods
DPWH-2026-099-01230,2026,NEP,DPWH,Region XII - SOCCSKSARGEN,,,,,FLOOD MANAGEMENT PROGRAM,flood_control,235055761000.0,"₱235,055,761,000",region_only,broad,0.84,Needs Manual Review,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,812,99,program_summary,,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,FLOOD MANAGEMENT PROGRAM
DPWH-2026-004-00035,2026,NEP,DPWH,,,,,,NETWORK DEVELOPMENT PROGRAM,unknown,182541418000.0,"₱182,541,418,000",unclear,broad,0.89,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,717,4,program_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,NETWORK DEVELOPMENT PROGRAM
DPWH-2026-005-00041,2026,NEP,DPWH,,,,,,Regional Allocation,other,179536992000.0,"₱179,536,992,000",unclear,broad,0.93,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,718,5,regional_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,Regional Allocation
DPWH-2026-099-01231,2026,NEP,DPWH,Region XII - SOCCSKSARGEN,,,,,Construction / Maintenance  of Flood Mitigation Structures and Drainage Systems,flood_control,159058531000.0,"₱159,058,531,000",region_only,broad,0.81,Needs Manual Review,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,812,99,program_summary,,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Construction / Maintenance  of Flood Mitigation Structures and Drainage Systems
DPWH-2026-099-01232,2026,NEP,DPWH,Region XII - SOCCSKSARGEN,,,,,Construction /  Maintenance of Flood Mitigation Structures and Drainage Systems,flood_control,159058531000.0,"₱159,058,531,000",region_only,specific,0.81,Needs Manual Review,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,812,99,program_summary,,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Construction /  Maintenance of Flood Mitigation Structures and Drainage Systems
DPWH-2026-099-01233,2026,NEP,DPWH,National Capital Region (NCR),,,,,Construction /   Maintenance of Flood Mitigation Structures and Drainage Systems,flood_control,142005110000.0,"₱142,005,110,000",region_only,specific,0.69,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,812,99,regional_summary,DPWH-2026-099-01232,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,National Capital Region (NCR)
DPWH-2026-099-01234,2026,NEP,DPWH,National Capital Region (NCR),,,,Central Office,Construction /   Maintenance of Flood Mitigation Structures and Drainage Systems,flood_control,137728193000.0,"₱137,728,193,000",region_only,specific,0.67,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,812,99,office_allocation,DPWH-2026-099-01233,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Central Office
DPWH-2026-004-00019,2026,NEP,DPWH,,,,,,Projects / Purpose,other,114219706000.0,"₱114,219,706,000",unclear,broad,0.94,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,717,4,agency_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,Projects / Purpose
DPWH-2026-004-00029,2026,NEP,DPWH,,,,,,Projects / Purpose,other,114219706000.0,"₱114,219,706,000",unclear,broad,0.94,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,717,4,agency_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,Projects / Purpose
DPWH-2026-178-02097,2026,NEP,DPWH,National Capital Region (NCR),,,,,"Sub-total, Project(s)",other,114219706000.0,"₱114,219,706,000",region_only,broad,0.91,Broad Project Title,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,891,178,subtotal,DPWH-2026-178-02092,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,"Sub-total, Project(s)"
DPWH-2026-066-00694,2026,NEP,DPWH,Region XIII - CARAGA,,,,,NETWORK DEVELOPMENT PROGRAM,unknown,114204107000.0,"₱114,204,107,000",region_only,broad,0.85,Broad Project Title,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,779,66,program_summary,,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,NETWORK DEVELOPMENT PROGRAM
DPWH-2026-004-00034,2026,NEP,DPWH,,,,,,ASSET PRESERVATION PROGRAM,other,108277054000.0,"₱108,277,054,000",unclear,broad,0.88,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,717,4,program_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,ASSET PRESERVATION PROGRAM
DPWH-2026-004-00022,2026,NEP,DPWH,,,,,,Foreign-Assisted Project(s),other,100000000000.0,"₱100,000,000,000",unclear,broad,0.93,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,717,4,agency_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,Foreign-Assisted Project(s)
DPWH-2026-004-00023,2026,NEP,DPWH,,,,,,co,other,100000000000.0,"₱100,000,000,000",unclear,broad,0.96,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,717,4,agency_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,co
DPWH-2026-004-00032,2026,NEP,DPWH,,,,,,Foreign-Assisted Project(s),other,100000000000.0,"₱100,000,000,000",unclear,broad,0.93,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,717,4,agency_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,Foreign-Assisted Project(s)
DPWH-2026-004-00033,2026,NEP,DPWH,,,,,,co,other,100000000000.0,"₱100,000,000,000",unclear,broad,0.95,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,717,4,agency_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,co
DPWH-2026-178-02096,2026,NEP,DPWH,National Capital Region (NCR),,,,,"Sub-total, Foreign-Assisted Project(s)",other,100000000000.0,"₱100,000,000,000",region_only,broad,0.88,Broad Project Title,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,891,178,subtotal,DPWH-2026-178-02092,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,"Sub-total, Foreign-Assisted Project(s)"
DPWH-2026-003-00011,2026,NEP,DPWH,,,,,,Support to Operations,other,82531333000.0,"₱82,531,333,000",unclear,broad,0.93,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,716,3,agency_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,Support to Operations
DPWH-2026-003-00012,2026,NEP,DPWH,,,,,,Regular,other,82531333000.0,"₱82,531,333,000",unclear,broad,0.95,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,716,3,agency_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,Regular
DPWH-2026-019-00096,2026,NEP,DPWH,National Capital Region (NCR),,,,,Support to Operations,other,82426508000.0,"₱82,426,508,000",region_only,broad,0.86,Broad Project Title,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,732,19,program_summary,,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Support to Operations
DPWH-2026-104-01265,2026,NEP,DPWH,Region XIII - CARAGA,,,,,Construction /  Rehabilitation of Flood Mitigation Facilities within Major River Basins and Principal Rivers,flood_control,75997230000.0,"₱75,997,230,000",region_only,broad,0.8,Needs Manual Review,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,817,104,program_summary,,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Construction /  Rehabilitation of Flood Mitigation Facilities within Major River Basins and Principal Rivers
DPWH-2026-104-01266,2026,NEP,DPWH,Region XIII - CARAGA,,,,,Construction /  Rehabilitation of Flood Mitigation Facilities within Major River Basins and Principal Rivers,flood_control,75997230000.0,"₱75,997,230,000",region_only,broad,0.79,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,817,104,program_summary,,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Construction /  Rehabilitation of Flood Mitigation Facilities within Major River Basins and Principal Rivers
DPWH-2026-104-01267,2026,NEP,DPWH,National Capital Region (NCR),,,,,Construction /   Rehabilitation of Flood Mitigation Facilities within Major River Basins and Principal Rivers,flood_control,68803080000.0,"₱68,803,080,000",region_only,specific,0.72,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,817,104,regional_summary,DPWH-2026-104-01266,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,National Capital Region (NCR)
DPWH-2026-104-01268,2026,NEP,DPWH,National Capital Region (NCR),,,,Central Office,Construction /   Rehabilitation of Flood Mitigation Facilities within Major River Basins and Principal Rivers,flood_control,68143080000.0,"₱68,143,080,000",region_only,specific,0.66,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,817,104,office_allocation,DPWH-2026-104-01267,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Central Office
DPWH-2026-003-00015,2026,NEP,DPWH,,,,,,co,other,56596444000.0,"₱56,596,444,000",unclear,broad,0.96,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,716,3,agency_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,co
DPWH-2026-074-00842,2026,NEP,DPWH,Region XII - SOCCSKSARGEN,,,,,Construction of By - pass  and Diversion Roads,road,53091937000.0,"₱53,091,937,000",region_only,specific,0.83,Needs Manual Review,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,787,74,program_summary,,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Construction of By - pass  and Diversion Roads
DPWH-2026-074-00843,2026,NEP,DPWH,Region XII - SOCCSKSARGEN,,,,,Construction of By  pass and Diversion Roads,road,53091937000.0,"₱53,091,937,000",region_only,specific,0.84,Needs Manual Review,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,787,74,program_summary,,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Construction of By  pass and Diversion Roads
DPWH-2026-004-00036,2026,NEP,DPWH,,,,,,BRIDGE PROGRAM,bridge,52265623000.0,"₱52,265,623,000",unclear,broad,0.92,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,717,4,program_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,BRIDGE PROGRAM
DPWH-2026-074-00844,2026,NEP,DPWH,National Capital Region (NCR),,,,,Construction of By   pass and Diversion Roads,road,47396209000.0,"₱47,396,209,000",region_only,specific,0.77,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,787,74,regional_summary,DPWH-2026-074-00843,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,National Capital Region (NCR)
DPWH-2026-074-00845,2026,NEP,DPWH,National Capital Region (NCR),,,,Central Office,Construction of By   pass and Diversion Roads,road,47396209000.0,"₱47,396,209,000",region_only,specific,0.79,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,787,74,office_allocation,DPWH-2026-074-00844,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Central Office
DPWH-2026-173-01980,2026,NEP,DPWH,National Capital Region (NCR),,,,,"Bataan-Cavite  Interlink Bridge (BCIB) Project, ADB Loan No. 4432 - PHI",bridge,27936262000.0,"₱27,936,262,000",region_only,specific,0.66,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,886,173,program_summary,,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,"Bataan-Cavite  Interlink Bridge (BCIB) Project, ADB Loan No. 4432 - PHI"
DPWH-2026-173-01981,2026,NEP,DPWH,National Capital Region (NCR),,,,,"Bataan-Cavite   Interlink Bridge (BCIB) Project, ADB Loan No. 4432 - PHI",bridge,27936262000.0,"₱27,936,262,000",region_only,specific,0.65,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,886,173,regional_summary,DPWH-2026-173-01980,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,National Capital Region (NCR)
DPWH-2026-173-01982,2026,NEP,DPWH,National Capital Region (NCR),,,,Central Office,"Bataan-Cavite   Interlink Bridge (BCIB) Project, ADB Loan No. 4432 - PHI",bridge,27936262000.0,"₱27,936,262,000",region_only,specific,0.6,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,886,173,office_allocation,DPWH-2026-173-01981,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Central Office
DPWH-2026-004-00027,2026,NEP,DPWH,,,,,,MOOE,other,26787695000.0,"₱26,787,695,000",unclear,broad,0.93,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,717,4,agency_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,MOOE
DPWH-2026-003-00014,2026,NEP,DPWH,,,,,,MOOE,other,24707251000.0,"₱24,707,251,000",unclear,broad,0.93,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,716,3,agency_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,MOOE
DPWH-2026-173-01985,2026,NEP,DPWH,National Capital Region (NCR),,,,,"Laguna Lakeshore  Road Network (LLRN) Project - Phase I, KEDCF Loan No. PHL-27, ADB Loan No. 4523-PHI and AIIB Loan No. L0725A",road,22894369000.0,"₱22,894,369,000",region_only,specific,0.62,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,886,173,program_summary,,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,"Laguna Lakeshore  Road Network (LLRN) Project - Phase I, KEDCF Loan No. PHL-27, ADB Loan No. 4523-PHI and AIIB Loan No. L0725A"
DPWH-2026-173-01986,2026,NEP,DPWH,National Capital Region (NCR),,,,,"Laguna Lakeshore   Road Network (LLRN) Project - Phase I, KEDCF Loan No. PHL-27, ADB Loan No. 4523-PHI and AIIB Loan No. L0725A",road,22894369000.0,"₱22,894,369,000",region_only,specific,0.64,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,886,173,regional_summary,DPWH-2026-173-01985,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,National Capital Region (NCR)
DPWH-2026-173-01987,2026,NEP,DPWH,National Capital Region (NCR),,,,Central Office,"Laguna Lakeshore   Road Network (LLRN) Project - Phase I, KEDCF Loan No. PHL-27, ADB Loan No. 4523-PHI and AIIB Loan No. L0725A",road,22894369000.0,"₱22,894,369,000",region_only,specific,0.61,,,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,886,173,office_allocation,DPWH-2026-173-01986,1,source_linked,Coordinate-extracted from the official PDF; check the source page before interpretation.,Central Office
DPWH-2026-003-00006,2026,NEP,DPWH,,,,,,General Administration and Support,other,21667317000.0,"₱21,667,317,000",unclear,broad,0.92,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,716,3,agency_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,General Administration and Support
DPWH-2026-003-00007,2026,NEP,DPWH,,,,,,Regular,other,21667317000.0,"₱21,667,317,000",unclear,broad,0.95,Unclear Location,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,716,3,agency_summary,,0,summary_adapter,Extracted by the dedicated summary-page adapter for this official PDF layout.,Regular
DPWH-2026-078-00884,2026,NEP,DPWH,Region XIII - CARAGA,,,,,Construction of Missing Links New Roads /,road,20709321000.0,"₱20,709,321,000",region_only,broad,0.85,Needs Manual Review,Jev offline data-clarity decision. Check the official source page.,,moderate,DBM FY 2026 NEP DPWH Expenditure Program,https://www.dbm.gov.ph/wp-content/uploads/NEP2026/DPWH/DPWH.pdf,791,78,program_summary,,0,coordinate_extracted,Coordinate-extracted from the official PDF; check the source page before interpretation.,Construction of Missing Links New Roads /
